Date,Temperature,Site,month,day,year,DayOfYear
8/11/2009,12.94039583,Deception,8,11,2009,223
8/12/2009,11.60820833,Deception,8,12,2009,224
8/13/2009,11.037375,Deception,8,13,2009,225
8/14/2009,10.71179167,Deception,8,14,2009,226
8/15/2009,11.15604167,Deception,8,15,2009,227
8/16/2009,11.65577083,Deception,8,16,2009,228
8/17/2009,12.11810417,Deception,8,17,2009,229
8/18/2009,11.741,Deception,8,18,2009,230
8/19/2009,11.50966667,Deception,8,19,2009,231
8/20/2009,10.645375,Deception,8,20,2009,232
8/21/2009,10.39304167,Deception,8,21,2009,233
8/22/2009,10.59266667,Deception,8,22,2009,234
8/23/2009,10.60814583,Deception,8,23,2009,235
8/24/2009,10.27933333,Deception,8,24,2009,236
7/15/2010,12.57283333,Deception,7,15,2010,196
7/16/2010,12.4264375,Deception,7,16,2010,197
7/17/2010,13.7355625,Deception,7,17,2010,198
7/18/2010,12.97889583,Deception,7,18,2010,199
7/19/2010,11.52070833,Deception,7,19,2010,200
7/20/2010,11.24572917,Deception,7,20,2010,201
7/21/2010,11.08985417,Deception,7,21,2010,202
7/22/2010,11.5618125,Deception,7,22,2010,203
7/23/2010,11.74060417,Deception,7,23,2010,204
7/24/2010,10.6646875,Deception,7,24,2010,205
7/25/2010,10.09020833,Deception,7,25,2010,206
7/26/2010,10.00097917,Deception,7,26,2010,207
7/27/2010,10.639375,Deception,7,27,2010,208
7/28/2010,10.45204167,Deception,7,28,2010,209
7/29/2010,10.16522917,Deception,7,29,2010,210
7/30/2010,11.4101875,Deception,7,30,2010,211
7/31/2010,12.357625,Deception,7,31,2010,212
8/1/2010,13.3495,Deception,8,1,2010,213
8/2/2010,13.62558333,Deception,8,2,2010,214
8/3/2010,12.73572917,Deception,8,3,2010,215
8/4/2010,12.54591667,Deception,8,4,2010,216
8/5/2010,12.04472917,Deception,8,5,2010,217
8/6/2010,11.27564583,Deception,8,6,2010,218
8/7/2010,11.41645833,Deception,8,7,2010,219
8/8/2010,11.34779167,Deception,8,8,2010,220
8/9/2010,10.97635417,Deception,8,9,2010,221
8/10/2010,10.77254167,Deception,8,10,2010,222
8/11/2010,10.6599375,Deception,8,11,2010,223
8/12/2010,10.73275,Deception,8,12,2010,224
8/13/2010,10.8471875,Deception,8,13,2010,225
8/14/2010,11.905625,Deception,8,14,2010,226
8/15/2010,11.67420833,Deception,8,15,2010,227
8/16/2010,11.32385417,Deception,8,16,2010,228
8/17/2010,10.80720833,Deception,8,17,2010,229
8/18/2010,10.87058333,Deception,8,18,2010,230
8/19/2010,10.66185417,Deception,8,19,2010,231
8/20/2010,10.86125,Deception,8,20,2010,232
8/21/2010,11.95020833,Deception,8,21,2010,233
8/22/2010,11.496875,Deception,8,22,2010,234
8/23/2010,11.5041875,Deception,8,23,2010,235
8/24/2010,11.35127083,Deception,8,24,2010,236
7/15/2011,12.31577083,Deception,7,15,2011,196
7/16/2011,13.455625,Deception,7,16,2011,197
7/17/2011,12.33291667,Deception,7,17,2011,198
7/18/2011,10.88286458,Deception,7,18,2011,199
7/19/2011,10.67082292,Deception,7,19,2011,200
7/20/2011,11.19332292,Deception,7,20,2011,201
7/21/2011,12.2028125,Deception,7,21,2011,202
7/22/2011,13.70333333,Deception,7,22,2011,203
7/23/2011,12.60669792,Deception,7,23,2011,204
7/24/2011,11.30051042,Deception,7,24,2011,205
7/25/2011,10.91990625,Deception,7,25,2011,206
7/26/2011,10.80025,Deception,7,26,2011,207
7/27/2011,11.67033333,Deception,7,27,2011,208
7/28/2011,12.83826042,Deception,7,28,2011,209
7/29/2011,13.85172917,Deception,7,29,2011,210
7/30/2011,13.78945833,Deception,7,30,2011,211
7/31/2011,13.01134375,Deception,7,31,2011,212
8/1/2011,11.86008333,Deception,8,1,2011,213
8/2/2011,11.18709375,Deception,8,2,2011,214
8/3/2011,10.794625,Deception,8,3,2011,215
8/4/2011,10.68719792,Deception,8,4,2011,216
8/5/2011,10.28298958,Deception,8,5,2011,217
8/6/2011,9.427614583,Deception,8,6,2011,218
8/7/2011,9.35584375,Deception,8,7,2011,219
8/8/2011,9.5243125,Deception,8,8,2011,220
8/9/2011,8.884135417,Deception,8,9,2011,221
8/10/2011,8.99265625,Deception,8,10,2011,222
8/11/2011,9.114322917,Deception,8,11,2011,223
8/12/2011,9.037447917,Deception,8,12,2011,224
8/13/2011,9.573010417,Deception,8,13,2011,225
8/14/2011,9.9094375,Deception,8,14,2011,226
8/15/2011,10.0331875,Deception,8,15,2011,227
8/16/2011,9.649,Deception,8,16,2011,228
8/17/2011,9.6009375,Deception,8,17,2011,229
8/18/2011,9.806760417,Deception,8,18,2011,230
8/19/2011,9.302635417,Deception,8,19,2011,231
8/20/2011,9.38328125,Deception,8,20,2011,232
8/21/2011,9.595260417,Deception,8,21,2011,233
8/22/2011,9.72171875,Deception,8,22,2011,234
8/23/2011,10.03264583,Deception,8,23,2011,235
8/24/2011,9.74671875,Deception,8,24,2011,236
7/1/2002,15.08,Deep,7,1,2002,182
7/2/2002,14.66,Deep,7,2,2002,183
7/3/2002,14.19,Deep,7,3,2002,184
7/4/2002,14.51,Deep,7,4,2002,185
7/5/2002,14.64,Deep,7,5,2002,186
7/6/2002,13.14,Deep,7,6,2002,187
7/7/2002,12.02,Deep,7,7,2002,188
7/8/2002,13.02,Deep,7,8,2002,189
7/9/2002,12.38,Deep,7,9,2002,190
7/10/2002,12.74,Deep,7,10,2002,191
7/11/2002,14.23,Deep,7,11,2002,192
7/12/2002,14.76,Deep,7,12,2002,193
7/13/2002,13.06,Deep,7,13,2002,194
7/14/2002,11.95,Deep,7,14,2002,195
7/15/2002,12.29,Deep,7,15,2002,196
7/16/2002,12.74,Deep,7,16,2002,197
7/17/2002,15.06,Deep,7,17,2002,198
7/18/2002,13.91,Deep,7,18,2002,199
7/19/2002,12.32,Deep,7,19,2002,200
7/20/2002,12.62,Deep,7,20,2002,201
7/21/2002,12.62,Deep,7,21,2002,202
7/22/2002,13.09,Deep,7,22,2002,203
7/23/2002,12.79,Deep,7,23,2002,204
7/24/2002,12.12,Deep,7,24,2002,205
7/25/2002,12.11,Deep,7,25,2002,206
7/26/2002,11.48,Deep,7,26,2002,207
7/27/2002,12.05,Deep,7,27,2002,208
7/28/2002,12.75,Deep,7,28,2002,209
7/29/2002,12.52,Deep,7,29,2002,210
7/30/2002,13.72,Deep,7,30,2002,211
7/31/2002,14.15,Deep,7,31,2002,212
8/1/2002,14.6,Deep,8,1,2002,213
8/2/2002,14.68,Deep,8,2,2002,214
8/3/2002,14.81,Deep,8,3,2002,215
8/4/2002,14.77,Deep,8,4,2002,216
8/5/2002,13.93,Deep,8,5,2002,217
8/6/2002,13.91,Deep,8,6,2002,218
8/7/2002,13.27,Deep,8,7,2002,219
8/8/2002,13.49,Deep,8,8,2002,220
8/9/2002,13.18,Deep,8,9,2002,221
8/10/2002,11.66,Deep,8,10,2002,222
8/11/2002,10.8,Deep,8,11,2002,223
8/12/2002,11.25,Deep,8,12,2002,224
8/13/2002,11.7,Deep,8,13,2002,225
8/14/2002,11.65,Deep,8,14,2002,226
8/15/2002,11.76,Deep,8,15,2002,227
8/16/2002,11.46,Deep,8,16,2002,228
8/17/2002,12.63,Deep,8,17,2002,229
8/18/2002,13.04,Deep,8,18,2002,230
8/19/2002,12.38,Deep,8,19,2002,231
8/20/2002,11.69,Deep,8,20,2002,232
8/21/2002,11.57,Deep,8,21,2002,233
8/22/2002,11.55,Deep,8,22,2002,234
8/23/2002,11.19,Deep,8,23,2002,235
8/24/2002,10.4,Deep,8,24,2002,236
8/25/2002,10.23,Deep,8,25,2002,237
8/26/2002,9.95,Deep,8,26,2002,238
8/27/2002,9.88,Deep,8,27,2002,239
8/28/2002,10.54,Deep,8,28,2002,240
8/29/2002,9.81,Deep,8,29,2002,241
8/30/2002,9.69,Deep,8,30,2002,242
8/31/2002,10.05,Deep,8,31,2002,243
9/1/2002,10.21,Deep,9,1,2002,244
9/2/2002,10.16,Deep,9,2,2002,245
9/3/2002,9.3,Deep,9,3,2002,246
9/4/2002,9.82,Deep,9,4,2002,247
9/5/2002,10.53,Deep,9,5,2002,248
9/6/2002,10.24,Deep,9,6,2002,249
9/7/2002,9.43,Deep,9,7,2002,250
7/1/2003,13.94,Deep,7,1,2003,182
7/2/2003,13.27,Deep,7,2,2003,183
7/3/2003,13.75,Deep,7,3,2003,184
7/4/2003,14.52,Deep,7,4,2003,185
7/5/2003,13.78,Deep,7,5,2003,186
7/6/2003,14.3,Deep,7,6,2003,187
7/7/2003,15.69,Deep,7,7,2003,188
7/8/2003,16.94,Deep,7,8,2003,189
7/9/2003,16.62,Deep,7,9,2003,190
7/10/2003,15.8,Deep,7,10,2003,191
7/11/2003,14.66,Deep,7,11,2003,192
7/12/2003,15.39,Deep,7,12,2003,193
7/13/2003,16.85,Deep,7,13,2003,194
7/14/2003,18.02,Deep,7,14,2003,195
7/15/2003,17.78,Deep,7,15,2003,196
7/16/2003,15.87,Deep,7,16,2003,197
7/17/2003,14.31,Deep,7,17,2003,198
7/18/2003,15.44,Deep,7,18,2003,199
7/19/2003,15.46,Deep,7,19,2003,200
7/20/2003,16.05,Deep,7,20,2003,201
7/21/2003,15.83,Deep,7,21,2003,202
7/22/2003,16.09,Deep,7,22,2003,203
7/23/2003,15.67,Deep,7,23,2003,204
7/24/2003,14.87,Deep,7,24,2003,205
7/25/2003,13.89,Deep,7,25,2003,206
7/26/2003,14.51,Deep,7,26,2003,207
7/27/2003,13.47,Deep,7,27,2003,208
7/28/2003,12.87,Deep,7,28,2003,209
7/29/2003,13.11,Deep,7,29,2003,210
7/30/2003,13.86,Deep,7,30,2003,211
7/31/2003,15.11,Deep,7,31,2003,212
8/1/2003,14.73,Deep,8,1,2003,213
8/2/2003,14.49,Deep,8,2,2003,214
8/3/2003,13.76,Deep,8,3,2003,215
8/4/2003,14.17,Deep,8,4,2003,216
8/5/2003,14.54,Deep,8,5,2003,217
8/6/2003,15.17,Deep,8,6,2003,218
8/7/2003,15.48,Deep,8,7,2003,219
8/8/2003,16.65,Deep,8,8,2003,220
8/9/2003,17.42,Deep,8,9,2003,221
8/10/2003,16.9,Deep,8,10,2003,222
8/11/2003,15.71,Deep,8,11,2003,223
8/12/2003,14.65,Deep,8,12,2003,224
8/13/2003,13.52,Deep,8,13,2003,225
8/14/2003,12.59,Deep,8,14,2003,226
8/15/2003,12.14,Deep,8,15,2003,227
8/16/2003,11.71,Deep,8,16,2003,228
8/17/2003,11.26,Deep,8,17,2003,229
8/18/2003,10.38,Deep,8,18,2003,230
8/19/2003,10.44,Deep,8,19,2003,231
8/20/2003,10.07,Deep,8,20,2003,232
8/21/2003,11.69,Deep,8,21,2003,233
8/22/2003,11.88,Deep,8,22,2003,234
8/23/2003,11.69,Deep,8,23,2003,235
8/24/2003,12.46,Deep,8,24,2003,236
8/25/2003,11.87,Deep,8,25,2003,237
8/26/2003,11.33,Deep,8,26,2003,238
8/27/2003,11.46,Deep,8,27,2003,239
8/28/2003,11.37,Deep,8,28,2003,240
8/29/2003,10.95,Deep,8,29,2003,241
8/30/2003,11.33,Deep,8,30,2003,242
8/31/2003,10.64,Deep,8,31,2003,243
9/1/2003,10.9,Deep,9,1,2003,244
9/2/2003,10.69,Deep,9,2,2003,245
9/3/2003,11.04,Deep,9,3,2003,246
9/4/2003,10.2,Deep,9,4,2003,247
9/5/2003,9.65,Deep,9,5,2003,248
9/6/2003,10.04,Deep,9,6,2003,249
9/7/2003,9.37,Deep,9,7,2003,250
6/30/2004,15.476875,Deep,6,30,2004,182
7/1/2004,13.9540625,Deep,7,1,2004,183
7/2/2004,13.24625,Deep,7,2,2004,184
7/3/2004,13.32552083,Deep,7,3,2004,185
7/4/2004,14.140625,Deep,7,4,2004,186
7/5/2004,15.37552083,Deep,7,5,2004,187
7/6/2004,16.39541667,Deep,7,6,2004,188
7/7/2004,17.28572917,Deep,7,7,2004,189
7/8/2004,18.15010417,Deep,7,8,2004,190
7/9/2004,17.99020833,Deep,7,9,2004,191
7/10/2004,17.69166667,Deep,7,10,2004,192
7/11/2004,18.13677083,Deep,7,11,2004,193
7/12/2004,18.28635417,Deep,7,12,2004,194
7/13/2004,16.81416667,Deep,7,13,2004,195
7/14/2004,15.83677083,Deep,7,14,2004,196
7/15/2004,15.763125,Deep,7,15,2004,197
7/16/2004,15.57697917,Deep,7,16,2004,198
7/17/2004,14.38885417,Deep,7,17,2004,199
7/18/2004,14.44135417,Deep,7,18,2004,200
7/19/2004,14.60822917,Deep,7,19,2004,201
7/20/2004,14.05666667,Deep,7,20,2004,202
7/21/2004,13.56125,Deep,7,21,2004,203
7/22/2004,13.69458333,Deep,7,22,2004,204
7/23/2004,13.68270833,Deep,7,23,2004,205
7/24/2004,13.33229167,Deep,7,24,2004,206
7/25/2004,13.32572917,Deep,7,25,2004,207
7/26/2004,12.78291667,Deep,7,26,2004,208
7/27/2004,12.4053125,Deep,7,27,2004,209
7/28/2004,12.45364583,Deep,7,28,2004,210
7/29/2004,12.74520833,Deep,7,29,2004,211
7/30/2004,13.31479167,Deep,7,30,2004,212
7/31/2004,12.88697917,Deep,7,31,2004,213
8/1/2004,13.62895833,Deep,8,1,2004,214
8/2/2004,15.14927083,Deep,8,2,2004,215
8/3/2004,15.47979167,Deep,8,3,2004,216
8/4/2004,15.60666667,Deep,8,4,2004,217
8/5/2004,15.62510417,Deep,8,5,2004,218
8/6/2004,15.39458333,Deep,8,6,2004,219
8/7/2004,15.53802083,Deep,8,7,2004,220
8/8/2004,15.8465625,Deep,8,8,2004,221
8/9/2004,14.99510417,Deep,8,9,2004,222
8/10/2004,15.91822917,Deep,8,10,2004,223
8/11/2004,16.14458333,Deep,8,11,2004,224
8/12/2004,16.20052083,Deep,8,12,2004,225
8/13/2004,15.1278125,Deep,8,13,2004,226
8/14/2004,15.21239583,Deep,8,14,2004,227
8/15/2004,14.8715625,Deep,8,15,2004,228
8/16/2004,16.49510417,Deep,8,16,2004,229
8/17/2004,16.37270833,Deep,8,17,2004,230
8/18/2004,16.2003125,Deep,8,18,2004,231
8/19/2004,15.50833333,Deep,8,19,2004,232
8/20/2004,15.1971875,Deep,8,20,2004,233
8/21/2004,14.620625,Deep,8,21,2004,234
8/22/2004,14.44583333,Deep,8,22,2004,235
8/23/2004,14.12364583,Deep,8,23,2004,236
8/24/2004,14.18072917,Deep,8,24,2004,237
8/25/2004,14.3534375,Deep,8,25,2004,238
8/26/2004,14.01635417,Deep,8,26,2004,239
8/27/2004,12.86729167,Deep,8,27,2004,240
8/28/2004,12.17302083,Deep,8,28,2004,241
8/29/2004,11.92010417,Deep,8,29,2004,242
8/30/2004,11.94302083,Deep,8,30,2004,243
8/31/2004,11.7196875,Deep,8,31,2004,244
9/1/2004,12.12666667,Deep,9,1,2004,245
9/2/2004,12.05791667,Deep,9,2,2004,246
9/3/2004,11.59395833,Deep,9,3,2004,247
9/4/2004,9.425104167,Deep,9,4,2004,248
9/5/2004,8.774479167,Deep,9,5,2004,249
9/6/2004,9.355520833,Deep,9,6,2004,250
7/1/2005,15.31,Deep,7,1,2005,182
7/2/2005,14.09,Deep,7,2,2005,183
7/3/2005,14.66,Deep,7,3,2005,184
7/4/2005,13.97,Deep,7,4,2005,185
7/5/2005,15.1,Deep,7,5,2005,186
7/6/2005,16.13,Deep,7,6,2005,187
7/7/2005,16.17,Deep,7,7,2005,188
7/8/2005,16.64,Deep,7,8,2005,189
7/9/2005,17.2,Deep,7,9,2005,190
7/10/2005,17.31,Deep,7,10,2005,191
7/11/2005,16.85,Deep,7,11,2005,192
7/12/2005,15.33,Deep,7,12,2005,193
7/13/2005,14.35,Deep,7,13,2005,194
7/14/2005,15.33,Deep,7,14,2005,195
7/15/2005,15.31,Deep,7,15,2005,196
7/16/2005,14.76,Deep,7,16,2005,197
7/17/2005,15.21,Deep,7,17,2005,198
7/18/2005,14.99,Deep,7,18,2005,199
7/19/2005,13.94,Deep,7,19,2005,200
7/20/2005,14.65,Deep,7,20,2005,201
7/21/2005,15.96,Deep,7,21,2005,202
7/22/2005,15.1,Deep,7,22,2005,203
7/23/2005,14.85,Deep,7,23,2005,204
7/24/2005,15.08,Deep,7,24,2005,205
7/25/2005,13.97,Deep,7,25,2005,206
7/26/2005,12.92,Deep,7,26,2005,207
7/27/2005,13.49,Deep,7,27,2005,208
7/28/2005,13.75,Deep,7,28,2005,209
7/29/2005,13.59,Deep,7,29,2005,210
7/30/2005,12.89,Deep,7,30,2005,211
7/31/2005,13.71,Deep,7,31,2005,212
8/1/2005,11.82,Deep,8,1,2005,213
8/2/2005,11.43,Deep,8,2,2005,214
8/3/2005,11.51,Deep,8,3,2005,215
8/4/2005,12.38,Deep,8,4,2005,216
8/5/2005,13.27,Deep,8,5,2005,217
8/6/2005,13.68,Deep,8,6,2005,218
8/7/2005,14.13,Deep,8,7,2005,219
8/8/2005,14.62,Deep,8,8,2005,220
8/9/2005,15.23,Deep,8,9,2005,221
8/10/2005,15.11,Deep,8,10,2005,222
8/11/2005,15.21,Deep,8,11,2005,223
8/12/2005,16.1,Deep,8,12,2005,224
8/13/2005,14.71,Deep,8,13,2005,225
8/14/2005,14.1,Deep,8,14,2005,226
8/15/2005,12.99,Deep,8,15,2005,227
8/16/2005,13.86,Deep,8,16,2005,228
8/17/2005,13.33,Deep,8,17,2005,229
8/18/2005,12.71,Deep,8,18,2005,230
8/19/2005,13.73,Deep,8,19,2005,231
8/20/2005,13.91,Deep,8,20,2005,232
8/21/2005,14.23,Deep,8,21,2005,233
8/22/2005,11.74,Deep,8,22,2005,234
8/23/2005,12.13,Deep,8,23,2005,235
8/24/2005,11.83,Deep,8,24,2005,236
8/25/2005,12.04,Deep,8,25,2005,237
8/26/2005,12.18,Deep,8,26,2005,238
8/27/2005,11.41,Deep,8,27,2005,239
8/28/2005,11.65,Deep,8,28,2005,240
8/29/2005,11.88,Deep,8,29,2005,241
8/30/2005,12.6,Deep,8,30,2005,242
8/31/2005,11.34,Deep,8,31,2005,243
9/1/2005,10.9,Deep,9,1,2005,244
9/2/2005,9.56,Deep,9,2,2005,245
9/3/2005,9.82,Deep,9,3,2005,246
9/4/2005,9.55,Deep,9,4,2005,247
9/5/2005,10.04,Deep,9,5,2005,248
9/6/2005,10.5,Deep,9,6,2005,249
9/7/2005,10.3,Deep,9,7,2005,250
7/1/2006,12.91,Deep,7,1,2006,182
7/2/2006,14.05,Deep,7,2,2006,183
7/3/2006,14.95,Deep,7,3,2006,184
7/4/2006,14.75,Deep,7,4,2006,185
7/5/2006,13.15,Deep,7,5,2006,186
7/6/2006,12.51,Deep,7,6,2006,187
7/7/2006,11.83,Deep,7,7,2006,188
7/8/2006,12.61,Deep,7,8,2006,189
7/9/2006,13.23,Deep,7,9,2006,190
7/10/2006,14.19,Deep,7,10,2006,191
7/11/2006,12.62,Deep,7,11,2006,192
7/12/2006,13.24,Deep,7,12,2006,193
7/13/2006,15.34,Deep,7,13,2006,194
7/14/2006,14.61,Deep,7,14,2006,195
7/15/2006,14.18,Deep,7,15,2006,196
7/16/2006,12.16,Deep,7,16,2006,197
7/17/2006,12.04,Deep,7,17,2006,198
7/18/2006,12.9,Deep,7,18,2006,199
7/19/2006,12.63,Deep,7,19,2006,200
7/20/2006,11.76,Deep,7,20,2006,201
7/21/2006,12.05,Deep,7,21,2006,202
7/22/2006,11.6,Deep,7,22,2006,203
7/23/2006,10.86,Deep,7,23,2006,204
7/24/2006,11.53,Deep,7,24,2006,205
7/25/2006,11.3,Deep,7,25,2006,206
7/26/2006,12.61,Deep,7,26,2006,207
7/27/2006,13.64,Deep,7,27,2006,208
7/28/2006,14.09,Deep,7,28,2006,209
7/29/2006,14.3,Deep,7,29,2006,210
7/30/2006,12.34,Deep,7,30,2006,211
7/31/2006,12.43,Deep,7,31,2006,212
8/1/2006,12.5,Deep,8,1,2006,213
8/2/2006,11.32,Deep,8,2,2006,214
8/3/2006,10.45,Deep,8,3,2006,215
8/4/2006,10.65,Deep,8,4,2006,216
8/5/2006,12.36,Deep,8,5,2006,217
8/6/2006,12.16,Deep,8,6,2006,218
8/7/2006,13.57,Deep,8,7,2006,219
8/8/2006,14.27,Deep,8,8,2006,220
8/9/2006,13.8,Deep,8,9,2006,221
8/10/2006,12.68,Deep,8,10,2006,222
8/11/2006,11.66,Deep,8,11,2006,223
8/12/2006,11.99,Deep,8,12,2006,224
8/13/2006,12.16,Deep,8,13,2006,225
8/14/2006,11.08,Deep,8,14,2006,226
8/15/2006,10.5,Deep,8,15,2006,227
8/16/2006,10.38,Deep,8,16,2006,228
8/17/2006,11.11,Deep,8,17,2006,229
8/18/2006,11.11,Deep,8,18,2006,230
8/19/2006,10.94,Deep,8,19,2006,231
8/20/2006,10.8,Deep,8,20,2006,232
8/21/2006,9.96,Deep,8,21,2006,233
8/22/2006,10.2,Deep,8,22,2006,234
8/23/2006,9.68,Deep,8,23,2006,235
8/24/2006,9.43,Deep,8,24,2006,236
8/25/2006,9.88,Deep,8,25,2006,237
8/26/2006,9.04,Deep,8,26,2006,238
8/27/2006,10.01,Deep,8,27,2006,239
8/28/2006,10.14,Deep,8,28,2006,240
8/29/2006,9.73,Deep,8,29,2006,241
8/30/2006,9,Deep,8,30,2006,242
8/31/2006,8.82,Deep,8,31,2006,243
9/1/2006,9.08,Deep,9,1,2006,244
9/2/2006,9.15,Deep,9,2,2006,245
9/3/2006,9.26,Deep,9,3,2006,246
9/4/2006,8.69,Deep,9,4,2006,247
9/5/2006,9.07,Deep,9,5,2006,248
9/6/2006,7.77,Deep,9,6,2006,249
9/7/2006,7.7,Deep,9,7,2006,250
7/1/2007,11.43,Deep,7,1,2007,182
7/2/2007,12.76,Deep,7,2,2007,183
7/3/2007,13.31,Deep,7,3,2007,184
7/4/2007,12.96,Deep,7,4,2007,185
7/5/2007,11.84,Deep,7,5,2007,186
7/6/2007,12.2,Deep,7,6,2007,187
7/7/2007,12.57,Deep,7,7,2007,188
7/8/2007,12.59,Deep,7,8,2007,189
7/9/2007,12.92,Deep,7,9,2007,190
7/10/2007,12.63,Deep,7,10,2007,191
7/11/2007,12.7,Deep,7,11,2007,192
7/12/2007,11.28,Deep,7,12,2007,193
7/13/2007,10.71,Deep,7,13,2007,194
7/14/2007,11.17,Deep,7,14,2007,195
7/15/2007,12.39,Deep,7,15,2007,196
7/16/2007,13.08,Deep,7,16,2007,197
7/17/2007,14.37,Deep,7,17,2007,198
7/18/2007,12.71,Deep,7,18,2007,199
7/19/2007,12.27,Deep,7,19,2007,200
7/20/2007,13.54,Deep,7,20,2007,201
7/21/2007,14.64,Deep,7,21,2007,202
7/22/2007,12.61,Deep,7,22,2007,203
7/23/2007,10.36,Deep,7,23,2007,204
7/24/2007,10.76,Deep,7,24,2007,205
7/25/2007,11.35,Deep,7,25,2007,206
7/26/2007,11.81,Deep,7,26,2007,207
7/27/2007,13.24,Deep,7,27,2007,208
7/28/2007,14.96,Deep,7,28,2007,209
7/29/2007,15.69,Deep,7,29,2007,210
7/30/2007,15.76,Deep,7,30,2007,211
7/31/2007,14,Deep,7,31,2007,212
8/1/2007,11.96,Deep,8,1,2007,213
8/2/2007,11.79,Deep,8,2,2007,214
8/3/2007,12.08,Deep,8,3,2007,215
8/4/2007,12.16,Deep,8,4,2007,216
8/5/2007,12.78,Deep,8,5,2007,217
8/6/2007,13.85,Deep,8,6,2007,218
8/7/2007,13.77,Deep,8,7,2007,219
8/8/2007,14.11,Deep,8,8,2007,220
8/9/2007,14.54,Deep,8,9,2007,221
8/10/2007,14.24,Deep,8,10,2007,222
8/11/2007,14.04,Deep,8,11,2007,223
8/12/2007,16.07,Deep,8,12,2007,224
8/13/2007,16.46,Deep,8,13,2007,225
8/14/2007,15.27,Deep,8,14,2007,226
8/15/2007,13.27,Deep,8,15,2007,227
8/16/2007,12.76,Deep,8,16,2007,228
8/17/2007,11.88,Deep,8,17,2007,229
8/18/2007,11.31,Deep,8,18,2007,230
8/19/2007,11.84,Deep,8,19,2007,231
8/20/2007,12.05,Deep,8,20,2007,232
8/21/2007,11.17,Deep,8,21,2007,233
8/22/2007,10.88,Deep,8,22,2007,234
8/23/2007,10.6,Deep,8,23,2007,235
8/24/2007,11.4,Deep,8,24,2007,236
8/25/2007,11.66,Deep,8,25,2007,237
8/26/2007,11.27,Deep,8,26,2007,238
8/27/2007,11.22,Deep,8,27,2007,239
8/28/2007,11.99,Deep,8,28,2007,240
8/29/2007,11.56,Deep,8,29,2007,241
8/30/2007,11.69,Deep,8,30,2007,242
8/31/2007,11.37,Deep,8,31,2007,243
9/1/2007,10.45,Deep,9,1,2007,244
9/2/2007,10.34,Deep,9,2,2007,245
9/3/2007,9.89,Deep,9,3,2007,246
9/4/2007,10.33,Deep,9,4,2007,247
9/5/2007,9.93,Deep,9,5,2007,248
9/6/2007,10.5,Deep,9,6,2007,249
9/7/2007,9.97,Deep,9,7,2007,250
6/30/2008,10.82,Deep,6,30,2008,182
7/1/2008,11.6,Deep,7,1,2008,183
7/2/2008,12.42,Deep,7,2,2008,184
7/3/2008,11.19,Deep,7,3,2008,185
7/4/2008,10.71,Deep,7,4,2008,186
7/5/2008,11.86,Deep,7,5,2008,187
7/6/2008,12.02,Deep,7,6,2008,188
7/7/2008,11.16,Deep,7,7,2008,189
7/8/2008,9.75,Deep,7,8,2008,190
7/9/2008,10.57,Deep,7,9,2008,191
7/10/2008,10.45,Deep,7,10,2008,192
7/11/2008,10.67,Deep,7,11,2008,193
7/12/2008,10.92,Deep,7,12,2008,194
7/13/2008,10.66,Deep,7,13,2008,195
7/14/2008,11.28,Deep,7,14,2008,196
7/15/2008,11.07,Deep,7,15,2008,197
7/16/2008,10.24,Deep,7,16,2008,198
7/17/2008,10.45,Deep,7,17,2008,199
7/18/2008,10.69,Deep,7,18,2008,200
7/19/2008,11.19,Deep,7,19,2008,201
7/20/2008,12.2,Deep,7,20,2008,202
7/21/2008,10.98,Deep,7,21,2008,203
7/22/2008,9.64,Deep,7,22,2008,204
7/23/2008,10,Deep,7,23,2008,205
7/24/2008,9.16,Deep,7,24,2008,206
7/25/2008,9.48,Deep,7,25,2008,207
7/26/2008,10.03,Deep,7,26,2008,208
7/27/2008,9.36,Deep,7,27,2008,209
7/28/2008,10.02,Deep,7,28,2008,210
7/29/2008,11.6,Deep,7,29,2008,211
7/30/2008,12.82,Deep,7,30,2008,212
7/31/2008,13.77,Deep,7,31,2008,213
8/1/2008,13.22,Deep,8,1,2008,214
8/2/2008,13.11,Deep,8,2,2008,215
8/3/2008,11.85,Deep,8,3,2008,216
8/4/2008,10.99,Deep,8,4,2008,217
8/5/2008,11.01,Deep,8,5,2008,218
8/6/2008,12.15,Deep,8,6,2008,219
8/7/2008,12.65,Deep,8,7,2008,220
8/8/2008,12.4,Deep,8,8,2008,221
8/9/2008,11.79,Deep,8,9,2008,222
8/10/2008,11.97,Deep,8,10,2008,223
8/11/2008,11.32,Deep,8,11,2008,224
8/12/2008,10.6,Deep,8,12,2008,225
8/13/2008,10.63,Deep,8,13,2008,226
8/14/2008,11.27,Deep,8,14,2008,227
8/15/2008,11.05,Deep,8,15,2008,228
8/16/2008,10.45,Deep,8,16,2008,229
8/17/2008,9.09,Deep,8,17,2008,230
8/18/2008,9.37,Deep,8,18,2008,231
8/19/2008,10.71,Deep,8,19,2008,232
8/20/2008,11.8,Deep,8,20,2008,233
8/21/2008,10.81,Deep,8,21,2008,234
8/22/2008,9.99,Deep,8,22,2008,235
8/23/2008,10.25,Deep,8,23,2008,236
8/24/2008,10.63,Deep,8,24,2008,237
8/25/2008,10.93,Deep,8,25,2008,238
8/26/2008,10.86,Deep,8,26,2008,239
8/27/2008,10.24,Deep,8,27,2008,240
